Order_Id,Order_Date,Region,Category,Payment_Mode,Quantity,Unit_Price,Discount_Amount,Total_Sales_Amount,Month
50052,2025-01-07 09:00:00,East,Sports,UPI,4,3179.62,426.23,12292.25,2025-01
50053,2025-01-07 12:00:00,East,Beauty,UPI,2,464.12,231.29,696.95,2025-01
50054,2025-01-07 15:00:00,South,Fashion,UPI,5,682.85,571.33,2842.92,2025-01
50055,2025-01-07 18:00:00,North,Sports,UPI,1,669.87,103.0,566.87,2025-01
50056,2025-01-07 21:00:00,North,Electronics,Card,3,935.23,570.57,2235.12,2025-01
50057,2025-01-08 00:00:00,North,Fashion,UPI,3,1520.54,401.81,4159.8099999999995,2025-01
50058,2025-01-08 03:00:00,East,Electronics,Card,4,5482.77,532.11,21398.97,2025-01
50059,2025-01-08 06:00:00,North,Beauty,Net Banking,5,671.19,382.7,2973.2500000000005,2025-01
50060,2025-01-08 09:00:00,East,Electronics,COD,5,652.21,288.23,2972.82,2025-01
50061,2025-01-08 12:00:00,East,Home,Card,1,1411.65,257.33,1154.3200000000002,2025-01
50062,2025-01-08 15:00:00,South,Beauty,UPI,4,2952.51,181.11,11628.93,2025-01
50063,2025-01-08 18:00:00,North,Home,COD,1,1465.6,0.9,1464.6999999999998,2025-01
50064,2025-01-08 21:00:00,North,Fashion,Card,1,1137.67,558.19,579.48,2025-01
50065,2025-01-09 00:00:00,West,Sports,Net Banking,5,1185.19,522.89,5403.06,2025-01
50066,2025-01-09 03:00:00,South,Home,UPI,2,4023.11,2.18,8044.04,2025-01
50067,2025-01-09 06:00:00,South,Electronics,Card,3,1372.49,44.58,4072.8900000000003,2025-01
50068,2025-01-09 09:00:00,South,Fashion,UPI,4,1803.25,88.18,7124.82,2025-01
50069,2025-01-09 12:00:00,West,Beauty,COD,3,1226.11,113.98,3564.35,2025-01
50070,2025-01-09 15:00:00,South,Fashion,COD,3,1426.35,210.64,4068.4099999999994,2025-01
50071,2025-01-09 18:00:00,North,Home,UPI,4,1900.83,37.27,7566.049999999999,2025-01
50072,2025-01-09 21:00:00,West,Beauty,UPI,3,752.02,465.0,1791.06,2025-01
50073,2025-01-10 00:00:00,South,Sports,COD,5,891.77,143.09,4315.76,2025-01
50074,2025-01-10 03:00:00,West,Sports,UPI,5,1363.03,9.43,6805.719999999999,2025-01
50075,2025-01-10 06:00:00,North,Electronics,COD,3,774.43,120.28,2203.0099999999998,2025-01
50076,2025-01-10 09:00:00,South,Beauty,Card,3,936.8,61.72,2748.68,2025-01
50077,2025-01-10 12:00:00,West,Electronics,Net Banking,3,793.31,483.33,1896.6,2025-01
50078,2025-01-10 15:00:00,West,Electronics,UPI,3,776.37,427.81,1901.3000000000002,2025-01
50079,2025-01-10 18:00:00,South,Electronics,Card,4,1412.31,435.17,5214.07,2025-01
50080,2025-01-10 21:00:00,North,Fashion,UPI,3,1830.49,507.34,4984.13,2025-01
50081,2025-01-11 00:00:00,East,Home,UPI,5,1869.86,221.55,9127.75,2025-01
50082,2025-01-11 03:00:00,South,Fashion,Card,1,680.0,331.21,348.79,2025-01
50083,2025-01-11 06:00:00,West,Sports,UPI,2,1753.3,251.5,3255.1,2025-01
50084,2025-01-11 09:00:00,North,Sports,Net Banking,2,2408.89,474.14,4343.639999999999,2025-01
50085,2025-01-11 12:00:00,West,Home,Card,3,696.83,63.28,2027.2100000000003,2025-01
50086,2025-01-11 15:00:00,East,Beauty,UPI,4,2500.5,148.63,9853.37,2025-01
50087,2025-01-11 18:00:00,West,Fashion,COD,2,1392.1,65.33,2718.87,2025-01
50088,2025-01-11 21:00:00,West,Fashion,Net Banking,5,2515.64,453.01,12125.189999999999,2025-01
50089,2025-01-12 00:00:00,South,Sports,COD,4,662.04,489.13,2159.0299999999997,2025-01
50090,2025-01-12 03:00:00,South,Home,UPI,2,1170.66,70.21,2271.11,2025-01
50091,2025-01-12 06:00:00,North,Sports,Card,5,1299.15,68.23,6427.52,2025-01
50092,2025-01-12 09:00:00,South,Fashion,Net Banking,3,929.88,124.09,2665.5499999999997,2025-01
50093,2025-01-12 12:00:00,North,Sports,UPI,2,1320.11,285.53,2354.6899999999996,2025-01
50094,2025-01-12 15:00:00,West,Home,Card,2,3321.59,293.36,6349.820000000001,2025-01
50095,2025-01-12 18:00:00,South,Home,COD,3,981.06,0.11,2943.0699999999997,2025-01
50096,2025-01-12 21:00:00,South,Sports,UPI,1,990.93,48.6,942.3299999999999,2025-01
50097,2025-01-13 00:00:00,North,Fashion,Card,4,953.6,157.02,3657.38,2025-01
50098,2025-01-13 03:00:00,South,Home,UPI,5,653.45,211.39,3055.86,2025-01
50099,2025-01-13 06:00:00,West,Sports,COD,2,857.82,566.02,1149.6200000000001,2025-01
50100,2025-01-13 09:00:00,South,Beauty,COD,5,3022.19,466.23,14644.720000000001,2025-01
50101,2025-01-13 12:00:00,North,Sports,COD,3,982.4,287.64,2659.56,2025-01
50102,2025-01-13 15:00:00,South,Beauty,UPI,5,1217.99,113.84,5976.11,2025-01
50103,2025-01-13 18:00:00,West,Fashion,UPI,1,373.16,513.04,50.0,2025-01
50104,2025-01-13 21:00:00,West,Beauty,COD,4,2101.67,125.29,8281.39,2025-01
50105,2025-01-14 00:00:00,West,Beauty,UPI,2,713.34,518.86,907.82,2025-01
50106,2025-01-14 03:00:00,South,Home,Net Banking,5,716.5,519.54,3062.96,2025-01
50107,2025-01-14 06:00:00,South,Home,UPI,5,3327.08,304.93,16330.470000000001,2025-01
50108,2025-01-14 09:00:00,North,Electronics,Card,5,2518.0,143.31,12446.69,2025-01
50109,2025-01-14 12:00:00,North,Electronics,COD,4,577.93,446.07,1865.6499999999999,2025-01
50110,2025-01-14 15:00:00,West,Electronics,Card,4,884.15,560.07,2976.5299999999997,2025-01
50111,2025-01-14 18:00:00,West,Electronics,Card,1,1454.3,387.83,1066.47,2025-01
50112,2025-01-14 21:00:00,North,Fashion,Card,2,685.63,223.07,1148.19,2025-01
50113,2025-01-15 00:00:00,West,Beauty,COD,4,704.1,293.8,2522.6,2025-01
50114,2025-01-15 03:00:00,North,Fashion,Card,5,2676.06,498.65,12881.65,2025-01
50115,2025-01-15 06:00:00,North,Electronics,COD,2,848.28,280.11,1416.4499999999998,2025-01
50116,2025-01-15 09:00:00,South,Fashion,Card,1,825.23,382.9,442.33000000000004,2025-01
50117,2025-01-15 12:00:00,North,Sports,Card,3,1611.89,403.05,4432.62,2025-01
50118,2025-01-15 15:00:00,West,Beauty,UPI,4,708.7,169.97,2664.8300000000004,2025-01
50119,2025-01-15 18:00:00,South,Home,UPI,5,1139.97,277.09,5422.76,2025-01
50120,2025-01-15 21:00:00,East,Beauty,COD,4,1372.72,531.18,4959.7,2025-01
50121,2025-01-16 00:00:00,South,Home,UPI,5,1422.03,48.76,7061.389999999999,2025-01
50122,2025-01-16 03:00:00,North,Fashion,Card,4,1436.74,90.94,5656.02,2025-01
50123,2025-01-16 06:00:00,East,Fashion,Net Banking,4,1137.49,135.13,4414.83,2025-01
50124,2025-01-16 09:00:00,West,Fashion,UPI,5,694.96,355.23,3119.57,2025-01
50125,2025-01-16 12:00:00,South,Sports,UPI,5,2039.93,61.04,10138.609999999999,2025-01
50126,2025-01-16 15:00:00,North,Fashion,Card,4,2124.25,541.5,7955.5,2025-01
50127,2025-01-16 18:00:00,North,Home,UPI,1,1410.22,579.91,830.3100000000001,2025-01
50128,2025-01-16 21:00:00,West,Fashion,Card,3,1051.25,153.31,3000.44,2025-01
50129,2025-01-17 00:00:00,South,Electronics,Card,3,777.05,401.67,1929.4799999999996,2025-01
50130,2025-01-17 03:00:00,West,Fashion,Card,2,1564.27,292.1,2836.44,2025-01
50131,2025-01-17 06:00:00,East,Fashion,Card,1,613.53,589.91,50.0,2025-01
50132,2025-01-17 09:00:00,West,Fashion,COD,2,2007.18,75.57,3938.79,2025-01
50133,2025-01-17 12:00:00,North,Beauty,Card,4,665.46,242.78,2419.06,2025-01
50134,2025-01-17 15:00:00,South,Fashion,UPI,4,466.81,298.97,1568.27,2025-01
50135,2025-01-17 18:00:00,South,Fashion,COD,1,456.61,131.35,325.26,2025-01
50136,2025-01-17 21:00:00,South,Fashion,UPI,1,2011.77,593.3,1418.47,2025-01
50137,2025-01-18 00:00:00,South,Sports,UPI,1,1300.51,177.26,1123.25,2025-01
50138,2025-01-18 03:00:00,East,Sports,Card,3,2836.54,160.25,8349.369999999999,2025-01
50139,2025-01-18 06:00:00,South,Fashion,Net Banking,2,1845.25,388.73,3301.77,2025-01
50140,2025-01-18 09:00:00,West,Beauty,Card,5,821.49,257.27,3850.18,2025-01
50141,2025-01-18 12:00:00,South,Fashion,UPI,3,655.44,216.88,1749.44,2025-01
50142,2025-01-18 15:00:00,North,Beauty,UPI,1,503.36,217.26,286.1,2025-01
50143,2025-01-18 18:00:00,West,Beauty,UPI,2,1813.22,203.75,3422.69,2025-01
50144,2025-01-18 21:00:00,South,Electronics,UPI,3,1033.34,394.72,2705.2999999999993,2025-01
50145,2025-01-19 00:00:00,South,Beauty,Net Banking,4,1129.98,482.7,4037.2200000000003,2025-01
50146,2025-01-19 03:00:00,North,Home,UPI,1,508.45,412.23,96.21999999999997,2025-01
50147,2025-01-19 06:00:00,North,Electronics,Net Banking,5,1752.24,412.56,8348.640000000001,2025-01
50148,2025-01-19 09:00:00,East,Fashion,Card,3,1765.03,47.53,5247.56,2025-01
50149,2025-01-19 12:00:00,North,Fashion,Card,1,550.95,41.53,509.4200000000001,2025-01
50150,2025-01-19 15:00:00,West,Electronics,Card,5,788.34,172.47,3769.2300000000005,2025-01
50151,2025-01-19 18:00:00,East,Electronics,UPI,4,1166.96,227.52,4440.32,2025-01
50152,2025-01-19 21:00:00,North,Home,COD,4,1490.89,569.74,5393.820000000001,2025-01
50153,2025-01-20 00:00:00,West,Home,UPI,5,1819.59,360.25,8737.699999999999,2025-01
50154,2025-01-20 03:00:00,North,Fashion,Card,3,716.48,501.57,1647.8700000000001,2025-01
50155,2025-01-20 06:00:00,North,Electronics,UPI,3,892.45,267.09,2410.26,2025-01
50156,2025-01-20 09:00:00,South,Electronics,Card,5,1541.21,171.37,7534.68,2025-01
50157,2025-01-20 12:00:00,West,Fashion,COD,1,395.24,514.0,50.0,2025-01
50158,2025-01-20 15:00:00,East,Beauty,UPI,2,3250.89,117.71,6384.07,2025-01
50159,2025-01-20 18:00:00,South,Sports,UPI,4,2142.65,577.01,7993.59,2025-01
50160,2025-01-20 21:00:00,South,Sports,UPI,5,491.65,112.13,2346.12,2025-01
50161,2025-01-21 00:00:00,South,Electronics,UPI,4,538.16,448.15,1704.4899999999998,2025-01
50162,2025-01-21 03:00:00,South,Beauty,Card,1,956.65,73.04,883.61,2025-01
50163,2025-01-21 06:00:00,North,Electronics,COD,5,852.44,2.49,4259.710000000001,2025-01
50164,2025-01-21 09:00:00,North,Electronics,COD,1,4046.66,267.86,3778.7999999999997,2025-01
50165,2025-01-21 12:00:00,East,Beauty,UPI,1,1487.92,593.05,894.8700000000001,2025-01
50166,2025-01-21 15:00:00,West,Home,Card,4,1430.37,256.24,5465.24,2025-01
50167,2025-01-21 18:00:00,South,Beauty,UPI,2,1107.73,343.78,1871.68,2025-01
50168,2025-01-21 21:00:00,North,Sports,Card,5,877.27,333.42,4052.9300000000003,2025-01
50169,2025-01-22 00:00:00,North,Beauty,Card,1,1814.74,55.44,1759.3,2025-01
50170,2025-01-22 03:00:00,West,Home,UPI,1,755.09,41.24,713.85,2025-01
50171,2025-01-22 06:00:00,North,Fashion,COD,2,1169.48,389.53,1949.43,2025-01
50172,2025-01-22 09:00:00,South,Beauty,Net Banking,1,669.22,138.23,530.99,2025-01
50173,2025-01-22 12:00:00,South,Fashion,UPI,3,918.97,386.74,2370.17,2025-01
50174,2025-01-22 15:00:00,North,Electronics,Card,1,771.12,538.8,232.32000000000005,2025-01
50175,2025-01-22 18:00:00,South,Beauty,UPI,1,593.27,548.87,50.0,2025-01
50176,2025-01-22 21:00:00,East,Sports,Card,4,3118.47,518.1,11955.779999999999,2025-01
50177,2025-01-23 00:00:00,South,Electronics,Card,3,887.74,581.25,2081.9700000000003,2025-01
50178,2025-01-23 03:00:00,South,Home,UPI,5,363.86,250.35,1568.9500000000003,2025-01
50179,2025-01-23 06:00:00,North,Fashion,UPI,1,2383.09,267.09,2116.0,2025-01
50180,2025-01-23 09:00:00,South,Sports,Card,5,966.32,121.26,4710.34,2025-01
50181,2025-01-23 12:00:00,East,Home,Card,5,1520.21,317.45,7283.6,2025-01
50182,2025-01-23 15:00:00,West,Fashion,UPI,5,3319.65,365.58,16232.67,2025-01
50183,2025-01-23 18:00:00,West,Home,Card,5,1209.09,192.73,5852.72,2025-01
50184,2025-01-23 21:00:00,South,Sports,Card,1,903.74,208.21,695.53,2025-01
50185,2025-01-24 00:00:00,South,Electronics,Net Banking,3,997.24,268.13,2723.59,2025-01
50186,2025-01-24 03:00:00,South,Sports,UPI,2,472.68,390.38,554.98,2025-01
50187,2025-01-24 06:00:00,East,Electronics,UPI,2,702.4,36.05,1368.75,2025-01
50188,2025-01-24 09:00:00,North,Fashion,UPI,3,783.18,265.03,2084.51,2025-01
50189,2025-01-24 12:00:00,East,Fashion,Card,1,1386.24,71.23,1315.01,2025-01
50190,2025-01-24 15:00:00,South,Fashion,COD,4,752.19,56.04,2952.7200000000003,2025-01
50191,2025-01-24 18:00:00,South,Electronics,UPI,2,1127.13,534.42,1719.8400000000001,2025-01
50192,2025-01-24 21:00:00,South,Fashion,COD,5,3655.4,248.83,18028.17,2025-01
50193,2025-01-25 00:00:00,South,Fashion,COD,4,618.74,422.14,2052.82,2025-01
50194,2025-01-25 03:00:00,North,Home,UPI,1,501.69,58.47,443.22,2025-01
50195,2025-01-25 06:00:00,West,Fashion,Card,4,723.1,347.8,2544.6,2025-01
50196,2025-01-25 09:00:00,East,Sports,UPI,1,1953.58,6.07,1947.51,2025-01
50197,2025-01-25 12:00:00,South,Sports,Card,2,2368.7,386.11,4351.29,2025-01
50198,2025-01-25 15:00:00,South,Beauty,Card,2,1310.35,582.92,2037.7799999999997,2025-01
50199,2025-01-25 18:00:00,West,Beauty,UPI,5,1433.29,101.28,7065.17,2025-01
50200,2025-01-25 21:00:00,East,Fashion,UPI,2,478.74,507.0,450.48,2025-01
50201,2025-01-26 00:00:00,West,Electronics,COD,1,1224.87,141.0,1083.87,2025-01
50202,2025-01-26 03:00:00,North,Sports,Card,3,383.26,295.51,854.27,2025-01
50203,2025-01-26 06:00:00,South,Beauty,Card,2,1606.07,69.64,3142.5,2025-01
50204,2025-01-26 09:00:00,South,Sports,Card,5,1873.7,440.45,8928.05,2025-01
50205,2025-01-26 12:00:00,North,Beauty,UPI,2,1523.16,367.17,2679.15,2025-01
50206,2025-01-26 15:00:00,South,Fashion,Net Banking,2,1468.76,193.55,2743.97,2025-01
50207,2025-01-26 18:00:00,South,Home,COD,3,1110.81,501.13,2831.2999999999997,2025-01
50208,2025-01-26 21:00:00,South,Home,Card,4,1034.53,144.48,3993.64,2025-01
50209,2025-01-27 00:00:00,East,Home,COD,4,2090.55,238.15,8124.050000000001,2025-01
50210,2025-01-27 03:00:00,West,Home,Net Banking,5,812.34,141.76,3919.9400000000005,2025-01
50211,2025-01-27 06:00:00,West,Beauty,UPI,1,659.06,23.79,635.27,2025-01
50212,2025-01-27 09:00:00,South,Sports,COD,3,2090.26,581.21,5689.570000000001,2025-01
50213,2025-01-27 12:00:00,West,Electronics,Card,3,1203.33,474.56,3135.43,2025-01
50214,2025-01-27 15:00:00,North,Fashion,Card,5,605.73,294.14,2734.51,2025-01
50215,2025-01-27 18:00:00,North,Beauty,Card,3,778.17,459.82,1874.6899999999998,2025-01
50216,2025-01-27 21:00:00,East,Electronics,UPI,4,1473.13,127.25,5765.27,2025-01
50217,2025-01-28 00:00:00,North,Sports,UPI,1,822.72,594.54,228.18000000000006,2025-01
50218,2025-01-28 03:00:00,South,Home,UPI,4,684.05,537.95,2198.25,2025-01
50219,2025-01-28 06:00:00,South,Home,Card,1,1643.95,494.49,1149.46,2025-01
50220,2025-01-28 09:00:00,South,Home,Card,5,1390.62,384.77,6568.33,2025-01
50221,2025-01-28 12:00:00,South,Sports,Net Banking,5,1566.3,3.7,7827.8,2025-01
50222,2025-01-28 15:00:00,South,Home,Net Banking,5,1357.17,203.44,6582.410000000001,2025-01
50223,2025-01-28 18:00:00,South,Sports,COD,2,1248.46,352.59,2144.33,2025-01
50224,2025-01-28 21:00:00,South,Home,UPI,3,488.04,16.08,1448.0400000000002,2025-01
50225,2025-01-29 00:00:00,East,Fashion,Card,2,3252.33,6.17,6498.49,2025-01
50226,2025-01-29 03:00:00,South,Electronics,Card,5,2746.72,360.45,13373.149999999998,2025-01
50227,2025-01-29 06:00:00,South,Electronics,COD,5,2120.03,190.79,10409.36,2025-01
50228,2025-01-29 09:00:00,West,Electronics,Card,1,1569.64,182.24,1387.4,2025-01
50229,2025-01-29 12:00:00,South,Beauty,UPI,2,919.57,224.83,1614.3100000000002,2025-01
50230,2025-01-29 15:00:00,South,Beauty,Net Banking,5,2146.69,560.91,10172.54,2025-01
50231,2025-01-29 18:00:00,South,Home,Card,3,1189.21,194.55,3373.08,2025-01
50232,2025-01-29 21:00:00,West,Home,Card,2,539.79,231.21,848.3699999999999,2025-01
50233,2025-01-30 00:00:00,West,Home,Net Banking,2,642.97,397.05,888.8900000000001,2025-01
50234,2025-01-30 03:00:00,West,Electronics,COD,1,341.18,221.93,119.25,2025-01
50235,2025-01-30 06:00:00,South,Home,UPI,1,1134.11,390.91,743.1999999999998,2025-01
50236,2025-01-30 09:00:00,East,Fashion,Net Banking,4,570.31,115.78,2165.4599999999996,2025-01
50237,2025-01-30 12:00:00,South,Beauty,Card,1,1546.3,33.74,1512.56,2025-01
50238,2025-01-30 15:00:00,South,Sports,COD,5,2206.87,76.38,10957.97,2025-01
50239,2025-01-30 18:00:00,East,Fashion,Card,1,658.55,404.9,253.64999999999998,2025-01
50240,2025-01-30 21:00:00,North,Fashion,COD,3,2459.4,361.41,7016.790000000001,2025-01
50241,2025-01-31 00:00:00,North,Electronics,Card,3,2635.68,71.23,7835.8099999999995,2025-01
50242,2025-01-31 03:00:00,West,Sports,Card,5,2652.82,72.78,13191.32,2025-01
50243,2025-01-31 06:00:00,East,Electronics,COD,3,1070.45,84.5,3126.8500000000004,2025-01
50244,2025-01-31 09:00:00,East,Home,UPI,4,910.65,573.83,3068.77,2025-01
50245,2025-01-31 12:00:00,North,Home,COD,4,1111.75,380.7,4066.3,2025-01
50246,2025-01-31 15:00:00,East,Beauty,UPI,2,511.56,49.37,973.75,2025-01
50247,2025-01-31 18:00:00,South,Electronics,UPI,4,1826.42,265.53,7040.150000000001,2025-01
50248,2025-01-31 21:00:00,West,Beauty,Card,4,1669.41,31.42,6646.22,2025-01
50249,2025-02-01 00:00:00,North,Beauty,COD,2,974.45,329.62,1619.2800000000002,2025-02
50250,2025-02-01 03:00:00,South,Fashion,COD,2,913.35,397.14,1429.56,2025-02
50251,2025-02-01 06:00:00,South,Home,Card,4,731.27,224.68,2700.4,2025-02
50252,2025-02-01 09:00:00,East,Fashion,COD,5,1212.24,19.37,6041.83,2025-02
50253,2025-02-01 12:00:00,North,Sports,Card,5,827.42,468.64,3668.4599999999996,2025-02
50254,2025-02-01 15:00:00,South,Fashion,Net Banking,2,468.09,406.44,529.74,2025-02
50255,2025-02-01 18:00:00,South,Sports,Card,2,912.61,461.96,1363.26,2025-02
50256,2025-02-01 21:00:00,North,Fashion,UPI,2,1579.57,513.12,2646.02,2025-02
50257,2025-02-02 00:00:00,North,Beauty,UPI,2,1668.94,534.64,2803.2400000000002,2025-02
50258,2025-02-02 03:00:00,North,Fashion,Net Banking,4,951.55,316.6,3489.6,2025-02
50259,2025-02-02 06:00:00,West,Beauty,UPI,5,1785.4,376.08,8550.92,2025-02
50260,2025-02-02 09:00:00,South,Fashion,Net Banking,4,504.82,97.0,1922.28,2025-02
50261,2025-02-02 12:00:00,North,Sports,Net Banking,2,1050.89,191.2,1910.5800000000002,2025-02
50262,2025-02-02 15:00:00,North,Home,UPI,3,1082.69,267.27,2980.8,2025-02
50263,2025-02-02 18:00:00,North,Sports,Card,2,946.03,580.71,1311.35,2025-02
50264,2025-02-02 21:00:00,South,Fashion,UPI,3,402.98,40.95,1167.99,2025-02
50265,2025-02-03 00:00:00,North,Sports,UPI,3,830.44,134.55,2356.77,2025-02
50266,2025-02-03 03:00:00,South,Sports,UPI,2,1375.56,313.63,2437.49,2025-02
50267,2025-02-03 06:00:00,South,Electronics,UPI,5,6660.23,301.0,33000.149999999994,2025-02
50268,2025-02-03 09:00:00,South,Beauty,UPI,5,2077.25,3.18,10383.07,2025-02
50269,2025-02-03 12:00:00,West,Fashion,UPI,1,1224.74,523.76,700.98,2025-02
50270,2025-02-03 15:00:00,West,Fashion,Net Banking,2,940.34,391.79,1488.89,2025-02
50271,2025-02-03 18:00:00,North,Home,COD,1,417.02,121.38,295.64,2025-02
50272,2025-02-03 21:00:00,South,Sports,UPI,4,965.94,143.63,3720.13,2025-02
50273,2025-02-04 00:00:00,West,Sports,Card,1,2639.64,510.49,2129.1499999999996,2025-02
50274,2025-02-04 03:00:00,South,Home,Card,2,394.95,403.57,386.33,2025-02
50275,2025-02-04 06:00:00,West,Electronics,COD,3,1113.93,28.11,3313.68,2025-02
50276,2025-02-04 09:00:00,East,Electronics,Card,2,230.13,67.46,392.8,2025-02
50277,2025-02-04 12:00:00,West,Beauty,Card,5,2333.15,137.26,11528.49,2025-02
50278,2025-02-04 15:00:00,East,Fashion,UPI,5,834.2,321.94,3849.06,2025-02
50279,2025-02-04 18:00:00,North,Home,Card,3,1955.66,360.36,5506.620000000001,2025-02
50280,2025-02-04 21:00:00,South,Fashion,UPI,4,789.73,11.06,3147.86,2025-02
50281,2025-02-05 00:00:00,West,Sports,Card,2,1028.9,436.78,1621.0200000000002,2025-02
50282,2025-02-05 03:00:00,North,Electronics,COD,3,1727.86,140.93,5042.65,2025-02
50283,2025-02-05 06:00:00,East,Electronics,COD,2,550.56,361.03,740.0899999999999,2025-02
50284,2025-02-05 09:00:00,South,Home,UPI,4,1277.97,254.21,4857.67,2025-02
50285,2025-02-05 12:00:00,West,Home,Net Banking,4,2865.09,70.72,11389.640000000001,2025-02
50286,2025-02-05 15:00:00,North,Fashion,UPI,5,2588.53,598.44,12344.210000000001,2025-02
50287,2025-02-05 18:00:00,South,Fashion,UPI,5,1587.55,350.53,7587.22,2025-02
50288,2025-02-05 21:00:00,South,Home,COD,4,1523.05,582.0,5510.2,2025-02
50289,2025-02-06 00:00:00,North,Sports,Net Banking,2,1582.26,346.54,2817.98,2025-02
50290,2025-02-06 03:00:00,South,Beauty,Card,3,1020.51,448.76,2612.7699999999995,2025-02
